Date,Total,Coronavirus
2020-04-01T21:59:10-05:00,178453,174
2020-04-01T22:29:16-05:00,178453,174
2020-04-01T22:59:29-05:00,178922,174
2020-04-01T23:29:35-05:00,178922,174
2020-04-01T23:59:41-05:00,178922,174
2020-04-02T00:29:47-05:00,178922,174
2020-04-02T00:59:53-05:00,178922,174
2020-04-02T01:29:59-05:00,178922,174
2020-04-02T02:00:13-05:00,179289,173
2020-04-02T02:30:19-05:00,179289,173
2020-04-02T03:00:25-05:00,179289,173
2020-04-02T03:30:31-05:00,179289,173
2020-04-02T04:00:37-05:00,179289,173
2020-04-02T04:30:43-05:00,179289,173
2020-04-02T05:00:49-05:00,179289,173
2020-04-02T05:30:55-05:00,179289,173
2020-04-02T06:01:01-05:00,180102,174
2020-04-02T06:31:08-05:00,180102,174
2020-04-02T07:01:14-05:00,180102,174
2020-04-02T07:31:20-05:00,180102,174
2020-04-02T08:01:26-05:00,180102,174
2020-04-02T08:31:32-05:00,180102,174
2020-04-02T09:01:38-05:00,180102,174
2020-04-02T09:31:44-05:00,180102,174
2020-04-02T10:01:59-05:00,180911,174
2020-04-02T10:32:05-05:00,180911,174
2020-04-02T11:02:11-05:00,180911,174
2020-04-02T11:32:17-05:00,180911,174
2020-04-02T12:02:23-05:00,180911,174
2020-04-02T12:32:29-05:00,180911,174
2020-04-02T13:02:35-05:00,180911,174
2020-04-02T13:32:41-05:00,180911,174
2020-04-02T14:02:47-05:00,181743,174
2020-04-02T14:32:53-05:00,181743,174
2020-04-02T15:02:59-05:00,181743,174
2020-04-02T15:33:05-05:00,181743,174
2020-04-02T16:03:11-05:00,181743,174
2020-04-02T16:33:17-05:00,181743,174
2020-04-02T17:03:23-05:00,181743,174
2020-04-02T17:33:29-05:00,181743,174
2020-04-02T18:03:38-05:00,182647,174
2020-04-02T18:33:44-05:00,182647,174
2020-04-02T19:03:50-05:00,182647,174
2020-04-02T19:33:56-05:00,182647,174
2020-04-02T20:04:02-05:00,182647,174
2020-04-02T20:34:08-05:00,182647,174
2020-04-02T21:04:14-05:00,182647,174
2020-04-02T21:34:20-05:00,182647,174
2020-04-02T22:04:33-05:00,183406,175
2020-04-02T22:34:39-05:00,183406,175
2020-04-02T23:04:45-05:00,183406,175
2020-04-02T23:34:51-05:00,183406,175
2020-04-03T00:04:57-05:00,183406,175
2020-04-03T00:35:03-05:00,183406,175
2020-04-03T01:05:09-05:00,183406,175
2020-04-03T01:35:15-05:00,183406,175
2020-04-03T02:05:24-05:00,184197,176
2020-04-03T02:35:30-05:00,184197,176
2020-04-03T03:05:36-05:00,184197,176
2020-04-03T03:35:42-05:00,184197,176
2020-04-03T04:05:48-05:00,184197,176
2020-04-03T04:35:54-05:00,184197,176
2020-04-03T05:06:00-05:00,184197,176
2020-04-03T05:36:06-05:00,184197,176
2020-04-03T06:06:16-05:00,184999,178
2020-04-03T06:36:22-05:00,184999,178
2020-04-03T07:06:28-05:00,184999,178
2020-04-03T07:36:34-05:00,184999,178
2020-04-03T08:06:40-05:00,184999,178
2020-04-03T08:36:46-05:00,184999,178
2020-04-03T09:06:52-05:00,184999,178
2020-04-03T09:36:58-05:00,184999,178
2020-04-03T10:07:07-05:00,185726,179
2020-04-03T10:37:13-05:00,185726,179
2020-04-03T11:07:19-05:00,185726,179
2020-04-03T11:37:25-05:00,185726,179
2020-04-03T12:07:31-05:00,185726,179
2020-04-03T12:37:37-05:00,185726,179
2020-04-03T13:07:43-05:00,185726,179
2020-04-03T13:37:49-05:00,185726,179
2020-04-03T14:07:56-05:00,186173,180
2020-04-03T14:38:02-05:00,186173,180
2020-04-03T15:08:08-05:00,186173,180
2020-04-03T15:38:14-05:00,186173,180
2020-04-03T16:08:20-05:00,186173,180
2020-04-03T16:38:26-05:00,186173,180
2020-04-03T17:08:32-05:00,186173,180
2020-04-03T17:38:38-05:00,186173,180
2020-04-03T18:08:44-05:00,186689,179
2020-04-03T18:38:50-05:00,186689,179
2020-04-03T19:08:56-05:00,186689,179
2020-04-03T19:39:02-05:00,186689,179
2020-04-03T20:09:08-05:00,186689,179
2020-04-03T20:39:14-05:00,186689,179
2020-04-03T21:09:20-05:00,186689,179
2020-04-03T21:39:26-05:00,186689,179
2020-04-03T22:09:34-05:00,187219,180
2020-04-03T22:39:40-05:00,187219,180
2020-04-03T23:09:46-05:00,187219,180
2020-04-03T23:39:52-05:00,187219,180
2020-04-04T00:09:58-05:00,187219,180
2020-04-04T00:40:04-05:00,187219,180
2020-04-04T01:10:10-05:00,187219,180
2020-04-04T01:40:16-05:00,187219,180
2020-04-04T02:10:24-05:00,187668,182
2020-04-04T02:40:30-05:00,187668,182
2020-04-04T03:10:36-05:00,187668,182
2020-04-04T03:40:42-05:00,187668,182
2020-04-04T04:10:48-05:00,187668,182
2020-04-04T04:40:54-05:00,187668,182
2020-04-04T05:11:00-05:00,187668,182
2020-04-04T05:41:06-05:00,187668,182
2020-04-04T06:11:17-05:00,188053,184
2020-04-04T06:41:23-05:00,188053,184
2020-04-04T07:11:29-05:00,188053,184
2020-04-04T07:41:35-05:00,188053,184
2020-04-04T08:11:41-05:00,188053,184
2020-04-04T08:41:47-05:00,188053,184
2020-04-04T09:11:53-05:00,188053,184
2020-04-04T09:41:59-05:00,188053,184
2020-04-04T10:12:06-05:00,188656,186
2020-04-04T10:42:12-05:00,188656,186
2020-04-04T11:12:17-05:00,188656,186
2020-04-04T11:42:24-05:00,188656,186
2020-04-04T12:12:30-05:00,188656,186
2020-04-04T12:42:36-05:00,188656,186
2020-04-04T13:12:42-05:00,188656,186
2020-04-04T13:42:48-05:00,188656,186
2020-04-04T14:12:55-05:00,189088,187
2020-04-04T14:43:01-05:00,189088,187
2020-04-04T15:13:07-05:00,189088,187
2020-04-04T15:43:13-05:00,189088,187
2020-04-04T16:13:19-05:00,189088,187
2020-04-04T16:43:25-05:00,189088,187
2020-04-04T17:13:31-05:00,189088,187
2020-04-04T17:43:37-05:00,189088,187
2020-04-04T18:13:45-05:00,189578,187
2020-04-04T18:43:51-05:00,189578,187
2020-04-04T19:13:57-05:00,189578,187
2020-04-04T19:44:03-05:00,189578,187
2020-04-04T20:14:09-05:00,189578,187
2020-04-04T20:44:15-05:00,189578,187
2020-04-04T21:14:21-05:00,189578,187
2020-04-04T21:44:27-05:00,189578,187
2020-04-04T22:14:40-05:00,190131,188
2020-04-04T22:44:46-05:00,190131,188
2020-04-04T23:14:52-05:00,190131,188
2020-04-04T23:44:58-05:00,190131,188
2020-04-05T00:15:04-05:00,190131,188
2020-04-05T00:45:11-05:00,190131,188
2020-04-05T01:15:17-05:00,190131,188
2020-04-05T01:45:23-05:00,190131,188
2020-04-05T02:15:32-05:00,190521,189
2020-04-05T02:45:38-05:00,190521,189
2020-04-05T03:15:44-05:00,190521,189
2020-04-05T03:45:50-05:00,190521,189
2020-04-05T04:15:56-05:00,190521,189
2020-04-05T04:46:02-05:00,190521,189
2020-04-05T05:16:08-05:00,190521,189
2020-04-05T05:46:14-05:00,190521,189
2020-04-05T06:16:41-05:00,190965,191
2020-04-05T06:46:47-05:00,190965,191
2020-04-05T07:16:53-05:00,190965,191
2020-04-05T07:46:59-05:00,190965,191
2020-04-05T08:17:05-05:00,190965,191
2020-04-05T08:47:11-05:00,190965,191
2020-04-05T09:17:17-05:00,190965,191
2020-04-05T09:47:23-05:00,190965,191
2020-04-05T10:17:34-05:00,191418,191
2020-04-05T10:47:40-05:00,191418,191
2020-04-05T11:17:46-05:00,191418,191
2020-04-05T11:47:52-05:00,191418,191
2020-04-05T12:17:58-05:00,191418,191
2020-04-05T12:48:04-05:00,191418,191
2020-04-05T13:18:10-05:00,191418,191
2020-04-05T13:48:16-05:00,191418,191
2020-04-05T14:18:24-05:00,191834,192
2020-04-05T14:48:30-05:00,191834,192
2020-04-05T15:18:36-05:00,191834,192
2020-04-05T15:48:42-05:00,191834,192
2020-04-05T16:18:48-05:00,191834,192
2020-04-05T16:48:54-05:00,191834,192
2020-04-05T17:19:00-05:00,191834,192
2020-04-05T17:49:06-05:00,191834,192
2020-04-05T18:19:13-05:00,192195,194
2020-04-05T18:49:20-05:00,192195,194
2020-04-05T19:19:26-05:00,192195,194
2020-04-05T19:49:32-05:00,192195,194
2020-04-05T20:19:38-05:00,192195,194
2020-04-05T20:49:44-05:00,192195,194
2020-04-05T21:19:55-05:00,192195,194
2020-04-05T21:50:01-05:00,192195,194
2020-04-05T22:20:07-05:00,192541,195
2020-04-05T22:50:14-05:00,192541,195
2020-04-05T23:20:20-05:00,192541,195
2020-04-05T23:50:26-05:00,192541,195
2020-04-06T00:20:32-05:00,192541,195
2020-04-06T00:50:38-05:00,192541,195
2020-04-06T01:20:44-05:00,192541,195
2020-04-06T01:50:50-05:00,192541,195
2020-04-06T02:20:57-05:00,192991,196
2020-04-06T02:51:03-05:00,192991,196
2020-04-06T03:21:09-05:00,192991,196
2020-04-06T03:51:15-05:00,192991,196
2020-04-06T04:21:21-05:00,192991,196
2020-04-06T04:51:27-05:00,192991,196
2020-04-06T05:21:33-05:00,192991,196
2020-04-06T05:51:39-05:00,192991,196
2020-04-06T06:21:47-05:00,193432,196
2020-04-06T06:51:53-05:00,193432,196
2020-04-06T07:21:59-05:00,193432,196
2020-04-06T07:52:05-05:00,193432,196
2020-04-06T08:22:11-05:00,193432,196
2020-04-06T08:52:17-05:00,193432,196
2020-04-06T09:22:23-05:00,193432,196
2020-04-06T09:52:29-05:00,193432,196
2020-04-06T10:22:36-05:00,193917,197
2020-04-06T10:52:42-05:00,193917,197
2020-04-06T11:22:48-05:00,193917,197
2020-04-06T11:52:54-05:00,193917,197
2020-04-06T12:23:00-05:00,193917,197
2020-04-06T12:53:06-05:00,193917,197
2020-04-06T13:23:12-05:00,193917,197
2020-04-06T13:53:18-05:00,193917,197
2020-04-06T14:23:24-05:00,194376,196
2020-04-06T14:53:31-05:00,194376,196
2020-04-06T15:23:37-05:00,194376,196
2020-04-06T15:53:43-05:00,194376,196
2020-04-06T16:23:49-05:00,194376,196
2020-04-06T16:53:55-05:00,194376,196
2020-04-06T17:24:01-05:00,194376,196
2020-04-06T17:54:07-05:00,194376,196
2020-04-06T18:24:19-05:00,194864,196
2020-04-06T18:54:25-05:00,194864,196
2020-04-06T19:24:31-05:00,194864,196
2020-04-06T19:54:37-05:00,194864,196
2020-04-06T20:24:43-05:00,194864,196
2020-04-06T20:54:49-05:00,194864,196
2020-04-06T21:24:57-05:00,194864,196
2020-04-06T21:55:03-05:00,194864,196
2020-04-06T22:25:10-05:00,195263,196
2020-04-06T22:55:16-05:00,195263,196
2020-04-06T23:25:24-05:00,195263,196
2020-04-06T23:55:31-05:00,195263,196
2020-04-07T00:25:37-05:00,195263,196
2020-04-07T00:55:43-05:00,195263,196
2020-04-07T01:25:49-05:00,195263,196
2020-04-07T01:55:55-05:00,195263,196
2020-04-07T02:26:02-05:00,195709,197
2020-04-07T02:56:08-05:00,195709,197
2020-04-07T03:26:14-05:00,195709,197
2020-04-07T03:56:20-05:00,195709,197
2020-04-07T04:26:26-05:00,195709,197
2020-04-07T04:56:32-05:00,195709,197
2020-04-07T05:26:38-05:00,195709,197
2020-04-07T05:56:44-05:00,195709,197
2020-04-07T06:26:53-05:00,196084,197
2020-04-07T06:57:00-05:00,196084,197
2020-04-07T07:27:06-05:00,196084,197
2020-04-07T07:57:12-05:00,196084,197
2020-04-07T08:27:18-05:00,196084,197
2020-04-07T08:57:24-05:00,196084,197
2020-04-07T09:27:30-05:00,196084,197
2020-04-07T09:57:36-05:00,196084,197
2020-04-07T10:27:42-05:00,196459,200
2020-04-07T10:57:49-05:00,196459,200
2020-04-07T11:27:55-05:00,196459,200
2020-04-07T11:58:01-05:00,196459,200
2020-04-07T12:28:07-05:00,196459,200
2020-04-07T12:58:13-05:00,196459,200
2020-04-07T13:28:19-05:00,196459,200
2020-04-07T13:58:25-05:00,196459,200
2020-04-07T14:28:32-05:00,196824,201
2020-04-07T14:58:38-05:00,196824,201
2020-04-07T15:28:44-05:00,196824,201
2020-04-07T15:58:50-05:00,196824,201
2020-04-07T16:28:56-05:00,196824,201
2020-04-07T16:59:02-05:00,196824,201
2020-04-07T17:29:08-05:00,196824,201
2020-04-07T17:59:14-05:00,196824,201
2020-04-07T18:29:21-05:00,197340,201
2020-04-07T18:59:27-05:00,197340,201
2020-04-07T19:29:33-05:00,197340,201
2020-04-07T19:59:39-05:00,197340,201
2020-04-07T20:29:45-05:00,197340,201
2020-04-07T20:59:51-05:00,197340,201
2020-04-07T21:29:57-05:00,197340,201
2020-04-07T22:00:03-05:00,197340,201
2020-04-07T22:30:10-05:00,197771,201
2020-04-07T23:00:16-05:00,197771,201
2020-04-07T23:30:22-05:00,197771,201
2020-04-08T00:00:28-05:00,197771,201
2020-04-08T00:30:34-05:00,197771,201
2020-04-08T01:00:40-05:00,197771,201
2020-04-08T01:30:46-05:00,197771,201
2020-04-08T02:00:55-05:00,198122,202
2020-04-08T02:31:01-05:00,198122,202
2020-04-08T03:01:07-05:00,198122,202
2020-04-08T03:31:13-05:00,198122,202
2020-04-08T04:01:19-05:00,198122,202
2020-04-08T04:31:25-05:00,198122,202
2020-04-08T05:01:31-05:00,198122,202
2020-04-08T05:31:37-05:00,198122,202
2020-04-08T06:01:43-05:00,198516,203
2020-04-08T06:31:49-05:00,198516,203
2020-04-08T07:01:56-05:00,198516,203
2020-04-08T07:32:02-05:00,198516,203
2020-04-08T08:02:08-05:00,198516,203
2020-04-08T08:32:14-05:00,198516,203
2020-04-08T09:02:20-05:00,198516,203
2020-04-08T09:32:26-05:00,198516,203
2020-04-08T10:02:32-05:00,198922,203
2020-04-08T10:32:38-05:00,198922,203
2020-04-08T11:02:44-05:00,198922,203
2020-04-08T11:32:50-05:00,198922,203
2020-04-08T12:02:56-05:00,198922,203
2020-04-08T12:33:02-05:00,198922,203
2020-04-08T13:03:08-05:00,198922,203
2020-04-08T13:33:14-05:00,198922,203
2020-04-08T14:03:20-05:00,199393,204
2020-04-08T14:33:26-05:00,199393,204
2020-04-08T15:03:32-05:00,199393,204
2020-04-08T15:33:38-05:00,199393,204
2020-04-08T16:03:44-05:00,199393,204
2020-04-08T16:33:50-05:00,199393,204
2020-04-08T17:03:56-05:00,199393,204
2020-04-08T17:34:02-05:00,199393,204
2020-04-08T18:04:08-05:00,199808,204
2020-04-08T18:34:15-05:00,199808,204
2020-04-08T19:04:21-05:00,199808,204
2020-04-08T19:34:27-05:00,199808,204
2020-04-08T20:04:33-05:00,199808,204
2020-04-08T20:34:39-05:00,199808,204
2020-04-08T21:04:45-05:00,199808,204
2020-04-08T21:34:51-05:00,199808,204
2020-04-08T22:04:57-05:00,200177,204
2020-04-08T22:35:03-05:00,200177,204
2020-04-08T23:05:09-05:00,200177,204
2020-04-08T23:35:15-05:00,200177,204
2020-04-09T00:05:21-05:00,200177,204
2020-04-09T00:35:27-05:00,200177,204
2020-04-09T01:05:33-05:00,200177,204
2020-04-09T01:35:39-05:00,200177,204
2020-04-09T02:05:45-05:00,200523,205
2020-04-09T02:35:52-05:00,200523,205
2020-04-09T03:05:58-05:00,200523,205
2020-04-09T03:36:04-05:00,200523,205
2020-04-09T04:06:10-05:00,200523,205
2020-04-09T04:36:16-05:00,200523,205
2020-04-09T05:06:22-05:00,200523,205
2020-04-09T05:36:28-05:00,200523,205
2020-04-09T06:06:34-05:00,200889,206
2020-04-09T06:36:40-05:00,200889,206
2020-04-09T07:06:46-05:00,200889,206
2020-04-09T07:36:52-05:00,200889,206
2020-04-09T08:06:58-05:00,200889,206
2020-04-09T08:37:04-05:00,200889,206
2020-04-09T09:07:10-05:00,200889,206
2020-04-09T09:37:16-05:00,200889,206
2020-04-09T10:07:22-05:00,201259,206
2020-04-09T10:37:28-05:00,201259,206
2020-04-09T11:07:34-05:00,201259,206
2020-04-09T11:37:40-05:00,201259,206
2020-04-09T12:07:46-05:00,201259,206
2020-04-09T12:37:52-05:00,201259,206
2020-04-09T13:07:58-05:00,201259,206
2020-04-09T13:38:04-05:00,201259,206
2020-04-09T14:08:11-05:00,201757,205
2020-04-09T14:38:17-05:00,201757,205
2020-04-09T15:08:23-05:00,201757,205
2020-04-09T15:38:29-05:00,201757,205
2020-04-09T16:08:35-05:00,201757,205
2020-04-09T16:38:41-05:00,201757,205
2020-04-09T17:08:47-05:00,201757,205
2020-04-09T17:38:53-05:00,201757,205
2020-04-09T18:09:04-05:00,202220,205
2020-04-09T18:39:10-05:00,202220,205
2020-04-09T19:09:16-05:00,202220,205
2020-04-09T19:39:23-05:00,202220,205
2020-04-09T20:09:29-05:00,202220,205
2020-04-09T20:39:35-05:00,202220,205
2020-04-09T21:09:41-05:00,202220,205
2020-04-09T21:39:47-05:00,202220,205
2020-04-09T22:09:53-05:00,202657,205
2020-04-09T22:39:59-05:00,202657,205
2020-04-09T23:10:05-05:00,202657,205
2020-04-09T23:40:11-05:00,202657,205
2020-04-10T00:10:17-05:00,202657,205
2020-04-10T00:40:23-05:00,202657,205
2020-04-10T01:10:29-05:00,202657,205
2020-04-10T01:40:35-05:00,202657,205
2020-04-10T02:10:43-05:00,203129,205
2020-04-10T02:40:49-05:00,203129,205
2020-04-10T03:10:55-05:00,203129,205
2020-04-10T03:41:01-05:00,203129,205
2020-04-10T04:11:08-05:00,203129,205
2020-04-10T04:41:14-05:00,203129,205
2020-04-10T05:11:20-05:00,203129,205
2020-04-10T05:41:26-05:00,203129,205
2020-04-10T06:11:33-05:00,203504,206
2020-04-10T06:41:39-05:00,203504,206
2020-04-10T07:11:45-05:00,203504,206
2020-04-10T07:41:51-05:00,203504,206
2020-04-10T08:11:57-05:00,203504,206
2020-04-10T08:42:03-05:00,203504,206
2020-04-10T09:12:09-05:00,203504,206
2020-04-10T09:42:15-05:00,203504,206
2020-04-10T10:12:21-05:00,203886,208
2020-04-10T10:42:28-05:00,203886,208
2020-04-10T11:12:34-05:00,203886,208
2020-04-10T11:42:40-05:00,203886,208
2020-04-10T12:12:46-05:00,203886,208
2020-04-10T12:42:52-05:00,203886,208
2020-04-10T13:12:58-05:00,203886,208
2020-04-10T13:43:04-05:00,203886,208
2020-04-10T14:13:10-05:00,204404,209
2020-04-10T14:43:16-05:00,204404,209
2020-04-10T15:13:22-05:00,204404,209
2020-04-10T15:43:28-05:00,204404,209
2020-04-10T16:13:34-05:00,204404,209
2020-04-10T16:43:40-05:00,204404,209
2020-04-10T17:13:46-05:00,204404,209
2020-04-10T17:43:52-05:00,204404,209
2020-04-10T18:13:58-05:00,204860,209
2020-04-10T18:44:05-05:00,204860,209
2020-04-10T19:14:11-05:00,204860,209
2020-04-10T19:44:17-05:00,204860,209
2020-04-10T20:14:23-05:00,204860,209
2020-04-10T20:44:29-05:00,204860,209
2020-04-10T21:14:36-05:00,204860,209
2020-04-10T21:44:42-05:00,204860,209
2020-04-10T22:14:51-05:00,205346,211
2020-04-10T22:44:57-05:00,205346,211
2020-04-10T23:15:03-05:00,205346,211
2020-04-10T23:45:09-05:00,205346,211
2020-04-11T00:15:15-05:00,205346,211
2020-04-11T00:45:21-05:00,205346,211
2020-04-11T01:15:27-05:00,205346,211
2020-04-11T01:45:33-05:00,205346,211
2020-04-11T02:15:43-05:00,205846,212
2020-04-11T02:45:49-05:00,205846,212
2020-04-11T03:15:55-05:00,205846,212
2020-04-11T03:46:01-05:00,205846,212
2020-04-11T04:16:07-05:00,205846,212
2020-04-11T04:46:13-05:00,205846,212
2020-04-11T05:16:19-05:00,205846,212
2020-04-11T05:46:25-05:00,205846,212
2020-04-11T06:16:32-05:00,206346,213
2020-04-11T06:46:38-05:00,206346,213
2020-04-11T07:16:44-05:00,206346,213
2020-04-11T07:46:50-05:00,206346,213
2020-04-11T08:16:56-05:00,206346,213
2020-04-11T08:47:02-05:00,206346,213
2020-04-11T09:17:08-05:00,206346,213
2020-04-11T09:47:14-05:00,206346,213
2020-04-11T10:17:20-05:00,206780,212
2020-04-11T10:47:26-05:00,206780,212
2020-04-11T11:17:32-05:00,206780,212
2020-04-11T11:47:38-05:00,206780,212
2020-04-11T12:17:44-05:00,206780,212
2020-04-11T12:47:50-05:00,206780,212
2020-04-11T13:17:56-05:00,206780,212
2020-04-11T13:48:02-05:00,206780,212
2020-04-11T14:18:09-05:00,207258,212
2020-04-11T14:48:15-05:00,207258,212
2020-04-11T15:18:21-05:00,207258,212
2020-04-11T15:48:27-05:00,207258,212
2020-04-11T16:18:33-05:00,207258,212
2020-04-11T16:48:39-05:00,207258,212
2020-04-11T17:18:45-05:00,207258,212
2020-04-11T17:48:51-05:00,207258,212
2020-04-11T18:20:28-05:00,,
2020-04-11T18:51:04-05:00,,213
2020-04-11T19:21:10-05:00,208182,213
2020-04-11T19:51:16-05:00,208182,213
2020-04-11T20:21:22-05:00,208182,213
2020-04-11T20:51:28-05:00,208182,213
2020-04-11T21:21:34-05:00,208182,213
2020-04-11T21:51:40-05:00,208182,213
2020-04-11T22:21:46-05:00,208182,213
2020-04-11T22:52:22-05:00,208182,
2020-04-11T23:23:18-05:00,,
2020-04-11T23:53:26-05:00,208768,214
2020-04-12T00:23:33-05:00,208768,214
2020-04-12T00:53:39-05:00,208768,214
2020-04-12T01:23:45-05:00,208768,214
2020-04-12T01:53:51-05:00,208768,214
2020-04-12T02:23:59-05:00,209072,216
2020-04-12T02:54:05-05:00,209072,216
2020-04-12T03:24:11-05:00,209072,216
2020-04-12T03:54:17-05:00,209072,216
2020-04-12T04:24:23-05:00,209072,216
2020-04-12T04:54:29-05:00,209072,216
2020-04-12T05:24:35-05:00,209072,216
2020-04-12T05:54:41-05:00,209072,216
2020-04-12T06:24:48-05:00,209550,218
2020-04-12T06:54:55-05:00,209550,218
2020-04-12T07:25:01-05:00,209550,218
2020-04-12T07:55:07-05:00,209550,218
2020-04-12T08:25:16-05:00,209550,218
2020-04-12T08:55:25-05:00,209550,218
2020-04-12T09:25:31-05:00,209550,218
2020-04-12T09:55:37-05:00,209550,218
2020-04-12T10:27:26-05:00,,
2020-04-12T10:58:22-05:00,,
2020-04-12T11:29:31-05:00,,
2020-04-12T12:00:17-05:00,210036,
2020-04-12T12:30:53-05:00,210036,
2020-04-12T13:00:59-05:00,210036,218
2020-04-12T13:31:06-05:00,210036,218
2020-04-12T14:01:13-05:00,210036,218
2020-04-12T14:31:20-05:00,210036,218
2020-04-12T15:01:27-05:00,210036,218
2020-04-12T15:31:33-05:00,210036,218
2020-04-12T16:01:39-05:00,210181,218
2020-04-12T16:31:45-05:00,210181,218
2020-04-12T17:01:51-05:00,210181,218
2020-04-12T17:31:57-05:00,210181,218
2020-04-12T18:02:03-05:00,210181,218
2020-04-12T18:32:09-05:00,210181,218
2020-04-12T19:02:15-05:00,210181,218
2020-04-12T19:32:21-05:00,210181,218
2020-04-12T20:02:27-05:00,210609,218
2020-04-12T20:32:34-05:00,210609,218
2020-04-12T21:02:41-05:00,210609,218
2020-04-12T21:32:47-05:00,210609,218
2020-04-12T22:02:53-05:00,210609,218
2020-04-12T22:32:59-05:00,210609,218
2020-04-12T23:03:05-05:00,210609,218
2020-04-12T23:33:11-05:00,210609,218
2020-04-13T00:03:17-05:00,211065,218
2020-04-13T00:33:23-05:00,211065,218
2020-04-13T01:03:29-05:00,211065,218
2020-04-13T01:33:35-05:00,211065,218
2020-04-13T02:03:43-05:00,211234,218
2020-04-13T02:33:49-05:00,211234,218
2020-04-13T03:03:55-05:00,211234,218
2020-04-13T03:34:01-05:00,211234,218
2020-04-13T04:04:07-05:00,211234,218
2020-04-13T04:34:13-05:00,211234,218
2020-04-13T05:04:19-05:00,211234,218
2020-04-13T05:34:25-05:00,211234,218
2020-04-13T06:04:32-05:00,211660,219
2020-04-13T06:34:38-05:00,211660,219
2020-04-13T07:04:44-05:00,211660,219
2020-04-13T07:34:51-05:00,211660,219
2020-04-13T08:04:57-05:00,211660,219
2020-04-13T08:35:03-05:00,211660,219
2020-04-13T09:05:09-05:00,211660,219
2020-04-13T09:35:15-05:00,211660,219
2020-04-13T10:05:21-05:00,212041,218
2020-04-13T10:35:29-05:00,212041,218
2020-04-13T11:05:36-05:00,212041,218
2020-04-13T11:35:42-05:00,212041,218
2020-04-13T12:05:48-05:00,212041,218
2020-04-13T12:35:54-05:00,212041,218
2020-04-13T13:06:00-05:00,212041,218
2020-04-13T13:36:06-05:00,212041,218
2020-04-13T14:06:13-05:00,212501,219
2020-04-13T14:36:19-05:00,212501,219
2020-04-13T15:06:25-05:00,212501,219
2020-04-13T15:36:31-05:00,212501,219
2020-04-13T16:06:37-05:00,212501,219
2020-04-13T16:36:43-05:00,212501,219
2020-04-13T17:06:49-05:00,212501,219
2020-04-13T17:36:55-05:00,212501,219
2020-04-13T18:07:02-05:00,212936,217
2020-04-13T18:37:08-05:00,212936,217
2020-04-13T19:07:14-05:00,212936,217
2020-04-13T19:37:20-05:00,212936,217
2020-04-13T20:07:26-05:00,212936,217
2020-04-13T20:37:32-05:00,212936,217
2020-04-13T21:07:38-05:00,212936,217
2020-04-13T21:37:49-05:00,212936,217
2020-04-13T22:07:56-05:00,213263,219
2020-04-13T22:38:02-05:00,213263,219
2020-04-13T23:08:08-05:00,213263,219
2020-04-13T23:38:14-05:00,213263,219
2020-04-14T00:08:20-05:00,213263,219
2020-04-14T00:38:26-05:00,213263,219
2020-04-14T01:08:32-05:00,213263,219
2020-04-14T01:38:38-05:00,213263,219
2020-04-14T02:08:48-05:00,213591,219
2020-04-14T02:38:55-05:00,213591,219
2020-04-14T03:09:01-05:00,213591,219
2020-04-14T03:39:08-05:00,213591,219
2020-04-14T04:09:14-05:00,213591,219
2020-04-14T04:39:20-05:00,213591,219
2020-04-14T05:09:26-05:00,213591,219
2020-04-14T05:39:32-05:00,213591,219
2020-04-14T06:09:38-05:00,213945,219
2020-04-14T06:39:44-05:00,213945,219
2020-04-14T07:09:50-05:00,213945,219
2020-04-14T07:39:56-05:00,213945,219
2020-04-14T08:10:02-05:00,213945,219
2020-04-14T08:40:08-05:00,213945,219
2020-04-14T09:10:14-05:00,213945,219
2020-04-14T09:40:20-05:00,213945,219
2020-04-14T10:10:27-05:00,214374,219
2020-04-14T10:40:34-05:00,214374,219
2020-04-14T11:10:40-05:00,214374,219
2020-04-14T11:40:46-05:00,214374,219
2020-04-14T12:10:52-05:00,214374,219
2020-04-14T12:40:58-05:00,214374,219
2020-04-14T13:11:04-05:00,214374,219
2020-04-14T13:41:10-05:00,214374,219
2020-04-14T14:11:16-05:00,214763,219
2020-04-14T14:41:22-05:00,214763,219
2020-04-14T15:11:28-05:00,214763,219
2020-04-14T15:41:34-05:00,214763,219
2020-04-14T16:11:41-05:00,214763,219
2020-04-14T16:41:47-05:00,214763,219
2020-04-14T17:11:53-05:00,214763,219
2020-04-14T17:41:59-05:00,214763,219
2020-04-14T18:12:06-05:00,215122,219
2020-04-14T18:42:12-05:00,215122,219
2020-04-14T19:12:18-05:00,215122,219
2020-04-14T19:42:25-05:00,215122,219
2020-04-14T20:12:31-05:00,215122,219
2020-04-14T20:42:37-05:00,215122,219
2020-04-14T21:12:43-05:00,215122,219
2020-04-14T21:42:49-05:00,215122,219
2020-04-14T22:12:56-05:00,215413,221
2020-04-14T22:43:04-05:00,215413,221
2020-04-14T23:13:10-05:00,215413,221
2020-04-14T23:43:16-05:00,215413,221
2020-04-15T00:13:22-05:00,215413,221
2020-04-15T00:43:28-05:00,215413,221
2020-04-15T01:13:34-05:00,215413,221
2020-04-15T01:43:40-05:00,215413,221
2020-04-15T02:13:47-05:00,215723,222
2020-04-15T02:43:53-05:00,215723,222
2020-04-15T03:13:59-05:00,215723,222
2020-04-15T03:44:05-05:00,215723,222
2020-04-15T04:14:11-05:00,215723,222
2020-04-15T04:44:17-05:00,215723,222
